Platform,Category,UserRecordType,Title,Country,ReleaseType,Publisher,Developer,Genre,CreatedAt,Ownership,PriceLoose,PriceCIB,PriceNew,YourPrice,PricePaid,ItemCondition,BoxCondition,ManualCondition,Notes,Tags,metacritic
"SNES/Super Famicom","Games","Owned","Ultimate Mortal Kombat 3","United States of America","Official","Williams Electronic Games, Inc.","Avalanche Software LLC","Fighting","15 abr 2021","Loose","35,49","140,49","400,45","35,49","-1.0",0.5,?,?,"","","Missing Field",
"SNES/Super Famicom","Games","Owned","Wario's Woods","United States of America","Official","Nintendo","Intelligent Systems","Puzzle","15 abr 2021","Loose","15,25","48,25","168","15,25","-1.0",0.6,?,?,"","","Missing Field",
"SNES/Super Famicom","Games","Owned","Warlock","United States of America","Official","LJN","Acclaim Entertainment","Action, Adventure","15 abr 2021","Loose","14,52","55,24","155,58","14,52","-1.0",0.6,?,?,"","","Missing Field",
"SNES/Super Famicom","Games","Owned","Wild Guns","United States of America","Official","Natsume","Natsume","Action, First-person shooter","15 abr 2021","Loose","283","1.000,37","3.200,5","283","-1.0",0.6,?,?,"","","Missing Field",
"SNES/Super Famicom","Games","Owned","Williams Arcade's Greatest Hits","United States of America","Official","Midway Games","Williams Entertainment","First-person shooter","15 abr 2021","Loose","10,09","24,49","70,39","10,09","-1.0",0.5,?,?,"","","Missing Field",
"SNES/Super Famicom","Games","Owned","World Heroes 2","United States of America","Official","TAKARA Co., Ltd.","Takara","Fighting","15 abr 2021","Loose","20,45","95,49","304,5","20,45","-1.0",0.6,?,?,"","","Missing Field",
"SNES/Super Famicom","Games","Owned","X-Men: Mutant Apocalypse","United States of America","Official","Avalon Hill","Capcom","Action","15 abr 2021","Loose","25,92","79,53","265,87","25,92","-1.0",0.5,?,?,"","","Missing Field",
"NES/Famicom","Games","Owned","8 Eyes","United States of America","Official","Taxan","Thinking Rabbit","Adventure","16 abr 2021","Loose","16,14","48,97","178,41","16,14","-1.0",0.6,?,?,"","","Missing Field",
"NES/Famicom","Games","Owned","After Burner","United States of America","Unlicensed","Tengen","Tengen","Action","16 abr 2021","Loose","13,49","63,76","180,49","13,49","-1.0",0.7,?,?,"","","Missing Field",
"NES/Famicom","Games","Owned","Barker Bill's Trick Shooting","United States of America","Official","Nintendo","Nintendo R&D1","First-person shooter","16 abr 2021","Loose","14,48","39,65","114","14,48","-1.0",0.6,?,?,"","","Missing Field",
"NES/Famicom","Games","Owned","Captain Skyhawk","United States of America","Official","Milton Bradley Co.","Rare, Ltd.","Shoot 'em up","16 abr 2021","Loose","6,47","21,47","70,56","6,47","-1.0",0.6,?,?,"","","Missing Field",
"NES/Famicom","Games","Owned","Chip 'n Dale: Rescue Rangers","United States of America","Official","Capcom USA, Inc.","Capcom","Platformer","9 abr 2025","Loose","20,59","147,19","411,25","20,59","-1.0",1.0,?,?,"","","Missing Field",
"NES/Famicom","Games","Owned","Double Dragon","United States of America","Official","Tradewest, Inc.","Technos Japan Corp.","Action, Fighting","16 abr 2021","Loose","16,8","60,49","758,06","16,8","-1.0",0.6,?,?,"","","Missing Field",
"NES/Famicom","Games","Owned","Dr. Mario","United States of America","Official","Nintendo of America, Inc.","Nintendo R&D1","Puzzle","16 abr 2021","Loose","12,43","25,49","272,33","12,43","-1.0",0.6,?,?,"","","Missing Field",
"NES/Famicom","Games","Owned","Dragon Spirit: The New Legend","United States of America","Official","Bandai Co., Ltd.","Now Production Co.","Action, Shoot 'em up","16 abr 2021","Loose","13","51,45","164,26","13","-1.0",0.6,?,?,"","","Missing Field",
"NES/Famicom","Games","Owned","Dragon's Lair","United States of America","Official","CSG Imagesoft Inc.","Motivetime Ltd.","Adventure","16 abr 2021","Loose","31,14","83,58","332,5","31,14","-1.0",0.6,?,?,"","","Missing Field",
"NES/Famicom","Games","Owned","DuckTales","United States of America","Official","Capcom USA, Inc.","Capcom","Platformer","16 abr 2021","Loose","27,83","124,38","560,5","27,83","-1.0",0.6,?,?,"","","Missing Field",
"NES/Famicom","Games","Owned","Kirby's Adventure","United States of America","Official","Nintendo of America, Inc.","HAL Laboratory, Inc.","Platformer","16 abr 2021","Loose","34","88,99","225,5","34","-1.0",0.6,?,?,"","","Missing Field",
"NES/Famicom","Games","Owned","Mega Man 5","United States of America","Official","Capcom USA, Inc.","Capcom","Action, Platformer","16 abr 2021","Loose","151,68","589,69","2.654,94","151,68","-1.0",0.4,?,?,"","","Missing Field",
"NES/Famicom","Games","Owned","Metroid","United States of America","Official","Nintendo of America, Inc.","Intelligent Systems Co., Ltd., Nintendo R&D1","Action, Adventure, Platformer","16 abr 2021","Loose","26,05","168,88","1.842,7","26,05","-1.0",0.5,?,?,"","","Missing Field",
"NES/Famicom","Systems","Owned","Nintendo NES Action Set Console","United States of America","Official","Nintendo","Missing Field","Missing Field","1 jul 2025","CIB","106,79","300,47","1.214,77","300,47","-1.0",1.0,1.0,1.0,"","","Missing Field",
"NES/Famicom","Systems","Owned","Nintendo NES Classic Edition","United States of America","Afterlife","Nintendo","Missing Field","Missing Field","3 ago 2021","CIB","37,49","89,63","128,84","89,63","-1.0",1.0,1.0,1.0,"","","Missing Field",
"NES/Famicom","Games","Owned","North & South","United States of America","Official","Kemco","Seika","Strategy","16 abr 2021","Loose","39,26","124,6","472,38","39,26","-1.0",0.6,?,?,"","","Missing Field",
"NES/Famicom","Games","Owned","Punch-Out!!","United States of America","Official","Nintendo of America, Inc.","Nintendo R&D3","Fighting, Sports","23 feb 2026","Loose","20,5","65,27","259,5","20,5","-1.0",0.7,?,?,"","","Missing Field",
"NES/Famicom","Games","Owned","R.C. Pro-Am","United States of America","Official","Nintendo of America, Inc.","Rare, Ltd.","Action, Racing","16 abr 2021","Loose","9,73","36,89","378,33","9,73","-1.0",0.6,?,?,"","","Missing Field",
"NES/Famicom","Games","Owned","Silent Service","United States of America","Official","Ultra Games","Rare, Ltd.","Strategy","16 abr 2021","Loose","7,05","20,99","100,49","7,05","-1.0",0.6,?,?,"","","Missing Field",
"NES/Famicom","Games","Owned","Skull & Crossbones","United States of America","Unlicensed","Tengen","Tengen","Action","16 abr 2021","Loose","13,85","52,73","125,5","13,85","-1.0",0.6,?,?,"","","Missing Field",
"NES/Famicom","Games","Owned","Super Mario Bros. / Duck Hunt","United States of America","Official","Nintendo","Nintendo","Adventure, First-person shooter","16 abr 2021","Loose","8,59","67,5","268,5","8,59","-1.0",0.6,?,?,"","","Missing Field",
"NES/Famicom","Games","Owned","Super Mario Bros. 2","United States of America","Official","Nintendo of America, Inc.","Nintendo R&D4","Platformer","16 abr 2021","Loose","21,47","75,5","1.891,04","21,47","-1.0",0.6,?,?,"","","Missing Field",
"NES/Famicom","Games","Owned","Super Mario Bros. 3","United States of America","Official","Nintendo of America, Inc.","Nintendo R&D4","Platformer","16 abr 2021","Loose","18,93","84,01","600,5","18,93","-1.0",0.6,?,?,"","","Missing Field",
"NES/Famicom","Games","Owned","Teenage Mutant Ninja Turtles","United States of America","Official","Ultra Games","Konami","Action, Adventure, Platformer","16 abr 2021","Loose","11,51","88","763,99","11,51","-1.0",0.6,?,?,"","","Missing Field",
"NES/Famicom","Games","Owned","Teenage Mutant Ninja Turtles III: The Manhattan Project","United States of America","Official","Konami","Konami","Action, Fighting","16 abr 2021","Loose","37,71","200,5","765","37,71","-1.0",0.6,?,?,"","","Missing Field",
"NES/Famicom","Games","Owned","Addams Family","United States of America","Official","Ocean Software Ltd.","Ocean Software Ltd.","Adventure","16 abr 2021","Loose","18,28","66,45","500,5","18,28","-1.0",0.6,?,?,"","","Missing Field",
"NES/Famicom","Games","Owned","Legend of Kage","United States of America","Official","Taito Corporation","Taito Corporation","Platformer","16 abr 2021","Loose","11,62","54,52","216,5","11,62","-1.0",0.6,?,?,"","","Missing Field",
"NES/Famicom","Games","Owned","Legend of Zelda [5 Screw]","United States of America","Official","Nintendo","Nintendo","Action, Adventure","16 abr 2021","Loose","45,5","247","986,5","45,5","-1.0",1.0,?,?,"","","Missing Field",
"NES/Famicom","Games","Owned","Simpsons: Bartman Meets Radioactive Man","United States of America","Official","Acclaim Entertainment, Inc.","Imagineering Inc.","Action","16 abr 2021","Loose","30,69","190,5","350,44","30,69","-1.0",0.6,?,?,"","","Missing Field",
"NES/Famicom","Games","Owned","Tiny Toon Adventures","United States of America","Official","Konami","Konami","Platformer","16 abr 2021","Loose","16,73","80,45","650,49","16,73","-1.0",0.6,?,?,"","","Missing Field",
"NES/Famicom","Games","Owned","Tom & Jerry: The Ultimate Game of Cat and Mouse!","United States of America","Official","Hi-Tech Expressions, Inc.","Software Creations","Action","16 abr 2021","Loose","16,04","50,5","200,5","16,04","-1.0",0.6,?,?,"","","Missing Field",
"NES/Famicom","Games","Owned","Top Gun","United States of America","Official","Konami","Konami","Flight Sim","16 abr 2021","Loose","7,89","30,45","257,27","7,89","-1.0",0.6,?,?,"","","Missing Field",
"NES/Famicom","Games","Owned","Top Gun: The Second Mission","United States of America","Official","Konami","Konami","First-person shooter, Flight Sim","16 abr 2021","Loose","5,5","26,58","157,99","5,5","-1.0",0.6,?,?,"","","Missing Field",
"NES/Famicom","Games","Owned","Wario's Woods","United States of America","Official","Nintendo of America, Inc.","Intelligent Systems Co., Ltd., Nintendo R&D1","Puzzle","15 abr 2021","Boxed","37,22","116,71","167,66","82,21","-1.0",1.0,1.0,?,"","","Missing Field",
"NES/Famicom","Games","Owned","WWF King of the Ring","United States of America","Official","LJN","Eastridge Technology","Fighting, Sports","16 abr 2021","Loose","36,53","193","360,83","36,53","-1.0",0.6,?,?,"","","Missing Field",
"NES/Famicom","Games","Owned","Yoshi","United States of America","Official","Nintendo of America, Inc.","Game Freak","Puzzle","16 abr 2021","Loose","10,5","42,13","198,45","10,5","-1.0",0.6,?,?,"","","Missing Field",
"Nintendo 64","Games","Owned","1080° Snowboarding","United States of America","Official","Nintendo","Nintendo EAD","Sports","16 abr 2021","Loose","15,99","53","500,49","15,99","-1.0",0.6,?,?,"","","Missing Field",
"Nintendo 64","Games","Owned","Banjo-Kazooie","United States of America","Official","Nintendo of America, Inc.","Rare, Ltd.","Action, Adventure, Puzzle, Platformer","16 abr 2021","Loose","33,74","141,69","1.440,4","33,74","-1.0",0.6,?,?,"","","92",
"Nintendo 64","Games","Owned","BattleTanx","United States of America","Official","3DO","3DO","Action","16 abr 2021","Loose","20,48","58,48","85,49","20,48","-1.0",0.6,?,?,"","","Missing Field",
"Nintendo 64","Games","Owned","Blast Corps","United States of America","Official","Nintendo of America, Inc.","Rare, Ltd.","Action, Puzzle","16 abr 2021","Loose","20,5","69,98","242,1","20,5","-1.0",0.6,?,?,"","","90",
"Nintendo 64","Games","Owned","Conker's Bad Fur Day","United States of America","Official","Rare, Ltd.","Rare, Ltd.","Action, Adventure, Puzzle, Platformer","16 abr 2021","Loose","162,75","384,25","549,13","162,75","-1.0",0.6,?,?,"","","92",
"Nintendo 64","Games","Owned","Cruis'n Exotica","United States of America","Official","Midway Games","Midway Games","Action, Racing","16 abr 2021","Loose","45,49","129,56","282,29","45,49","-1.0",0.6,?,?,"","","Missing Field",
"Nintendo 64","Games","Owned","Cruis'n USA","United States of America","Official","Nintendo","Midway Games","Racing","16 abr 2021","Loose","19,64","55,76","358,13","19,64","-1.0",0.6,?,?,"","","Missing Field",
"Nintendo 64","Games","Owned","Cruis'n World","United States of America","Official","Midway Games","Midway Games","Racing","16 abr 2021","Loose","22,99","70,47","489,33","22,99","-1.0",0.6,?,?,"","","Missing Field",
"Nintendo 64","Games","Owned","Diddy Kong Racing","United States of America","Official","Rare, Ltd.","Rare, Ltd.","Racing","16 abr 2021","Loose","28,62","96,5","285,22","28,62","-1.0",0.6,?,?,"","","88",
"Nintendo 64","Games","Owned","Donald Duck: Goin' Quackers","United States of America","Official","Ubisoft Entertainment","Disney Interactive","Adventure, RPG","16 abr 2021","Loose","58,61","183,77","315,8","58,61","-1.0",0.6,?,?,"","","65",
"Nintendo 64","Games","Owned","Donkey Kong 64","United States of America","Official","Nintendo of America, Inc.","Rare, Ltd.","Action, Adventure, Puzzle, Platformer","16 abr 2021","Loose","35,25","120,47","588","35,25","-1.0",0.5,?,?,"","","90",
"Nintendo 64","Games","Owned","Dr. Mario 64","United States of America","Official","Nintendo","Nintendo","Puzzle","16 abr 2021","Loose","27,89","60,5","203","27,89","-1.0",0.6,?,?,"","","71",
"Nintendo 64","Games","Owned","Duke Nukem 64","United States of America","Official","Eurocom Entertainment Software","GT Interactive","First-person shooter","16 abr 2021","Loose","35,97","121,45","355,5","35,97","-1.0",0.6,?,?,"","","73",
"Nintendo 64","Games","Owned","Excitebike 64","United States of America","Official","Nintendo","Left Field Productions","Racing","16 abr 2021","Loose","18,64","46,4","293","18,64","-1.0",0.6,?,?,"","","88",
"Nintendo 64","Games","Owned","F-Zero X","United States of America","Official","Nintendo of America, Inc.","Nintendo EAD","Racing","16 abr 2021","Loose","41,65","160,44","452,78","41,65","-1.0",0.6,?,?,"","","85",
"Nintendo 64","Games","Owned","F1 Pole Position 64","United States of America","Official","Ubisoft Entertainment","Human Entertainment, Inc.","Racing","16 abr 2021","Loose","11,44","35,45","109,64","11,44","-1.0",0.6,?,?,"","","Missing Field",
"Nintendo 64","Games","Owned","FIFA Soccer 64","United States of America","Official","Electronic Arts","Electronic Arts","Sports","16 abr 2021","Loose","10,5","35,25","122,25","10,5","-1.0",0.6,?,?,"","","Missing Field",
"Nintendo 64","Games","Owned","GoldenEye 007","United States of America","Official","Nintendo of America, Inc.","Rare, Ltd.","Action, First-person shooter, Stealth","16 abr 2021","Loose","28,99","76,8","471,44","28,99","-1.0",0.6,?,?,"","","96",
"Nintendo 64","Games","Owned","International Superstar Soccer '98","United States of America","Official","Konami","Konami Computer Entertainment Osaka","Sports","16 abr 2021","Loose","39,78","125,49","268,47","39,78","-1.0",0.6,?,?,"","","91",
"Nintendo 64","Games","Owned","International Superstar Soccer 2000","United States of America","Official","Konami","Konami","Sports","16 abr 2021","Loose","70,45","245,49","385,27","70,45","-1.0",?,?,?,"Caratulas distintas","","Missing Field",
"Nintendo 64","Games","Owned","International Superstar Soccer 64","United States of America","Official","Konami","Konami Computer Entertainment Osaka","Sports","16 abr 2021","Loose","19,92","57,89","178,5","19,92","-1.0",0.6,?,?,"","","Missing Field",
"Nintendo 64","Games","Owned","Jet Force Gemini","United States of America","Official","Rare, Ltd.","Rare, Ltd.","Action, Adventure, Third-person shooter","16 abr 2021","Loose","15,7","52,8","190,45","15,7","-1.0",0.5,?,?,"","","80",
"Nintendo 64","Games","Owned","Killer Instinct Gold","United States of America","Official","Nintendo","Rare, Ltd.","Fighting","16 abr 2021","Loose","32,84","116,86","248,05","32,84","-1.0",0.6,?,?,"","","Missing Field",
"Nintendo 64","Games","Owned","Kobe Bryant in NBA Courtside","United States of America","Official","Nintendo","Left Field Productions","Sports","16 abr 2021","Loose","7,09","25,45","150,5","7,09","-1.0",0.5,?,?,"","","Missing Field",
"Nintendo 64","Games","Owned","Mario Golf","United States of America","Official","Nintendo","Camelot Software Planning","Sports","16 abr 2021","Loose","35,49","90,89","154,06","35,49","-1.0",0.6,?,?,"","","91",
"Nintendo 64","Games","Owned","Mario Kart 64","United States of America","Official","Nintendo of America, Inc.","Nintendo EAD","Racing","16 abr 2021","Loose","42,5","130","667,5","42,5","-1.0",0.6,?,?,"","","83",
"Nintendo 64","Games","Owned","Mario Party 3","United States of America","Official","Nintendo","Hudson Entertainment, Inc.","Action, Adventure, Strategy, Sports","16 abr 2021","Loose","56,5","153,46","683,11","56,5","-1.0",0.6,?,?,"","","74",
"Nintendo 64","Games","Owned","Mario Tennis","United States of America","Official","Nintendo","Nintendo","Sports","16 abr 2021","Loose","28,78","80,5","711,96","28,78","-1.0",0.6,?,?,"","","91",
"Nintendo 64","Games","Owned","Mortal Kombat 4","United States of America","Official","Midway Games","Eurocom Entertainment Software","Fighting","16 abr 2021","Loose","30,28","77,11","238","30,28","-1.0",0.5,?,?,"","","Missing Field",
"Nintendo 64","Games","Owned","Mortal Kombat Trilogy","United States of America","Official","Midway Games","Midway","Fighting","16 abr 2021","Loose","32,47","85,5","256,21","32,47","-1.0",0.6,?,?,"","","Missing Field",
"Nintendo 64","Games","Owned","NBA Hangtime","United States of America","Official","Midway Games","Fun Com","Sports","16 abr 2021","Loose","29,1","61,46","322,91","29,1","-1.0",0.6,?,?,"","","Missing Field",
"Nintendo 64","Games","Owned","NBA Live 99","United States of America","Official","Electronic Arts","Electronic Arts","Sports","16 abr 2021","Loose","8,45","15,5","40,39","8,45","-1.0",0.6,?,?,"","","Missing Field",
"Nintendo 64","Systems","Owned","Nintendo 64 System","United States of America","Official","Nintendo","Nintendo","Missing Field","1 jul 2025","CIB","80,48","248,26","1.299,23","248,26","-1.0",1.0,1.0,1.0,"","","Missing Field",
"Nintendo 64","Systems","Owned","Nintendo 64 System - Funtastic [Fire Orange]","United States of America","Official","Nintendo","Missing Field","Missing Field","1 jul 2025","Loose","212,2","600,5","1.080,47","212,2","-1.0",1.0,?,?,"","","Missing Field",
"Nintendo 64","Systems","Owned","Nintendo 64 System - Funtastic [Grape Purple]","United States of America","Official","Missing Field","Missing Field","Missing Field","1 jul 2025","Loose","179,25","800,5","838,68","179,25","-1.0",1.0,?,?,"","","Missing Field",
"Nintendo 64","Systems","Owned","Nintendo 64 System - Funtastic [Ice Blue]","United States of America","Official","Nintendo","Nintendo","Missing Field","1 jul 2025","Loose","203,68","528,02","1.635,5","203,68","-1.0",1.0,?,?,"","","Missing Field",
"Nintendo 64","Systems","Owned","Nintendo 64 System [Gold Model]","Japan","Official","Missing Field","Nintendo","Missing Field","1 jul 2025","Loose","167,55","285,45","769,5","167,55","-1.0",1.0,?,?,"","","Missing Field",
"Nintendo 64","Systems","Owned","Nintendo 64 System [Pikachu Blue]","United States of America","Official","Nintendo","Nintendo","Missing Field","1 jul 2025","Loose","314,95","1.283,34","3.147,42","314,95","-1.0",1.0,?,?,"","","Missing Field",
"Nintendo 64","Games","Owned","Perfect Dark","United States of America","Official","Rare, Ltd.","Rare, Ltd.","Action, First-person shooter, Stealth","16 abr 2021","Loose","25,49","71,56","151,19","25,49","-1.0",0.6,?,?,"","","97",
"Nintendo 64","Games","Owned","Pilotwings 64","United States of America","Official","Nintendo","Nintendo EAD, Nintendo R&D3","Flight Sim","16 abr 2021","Loose","20,5","64,98","200,49","20,5","-1.0",0.6,?,?,"","","80",
"Nintendo 64","Games","Owned","Pokémon Stadium","United States of America","Official","Nintendo of America, Inc.","HAL Laboratory, Inc., Nintendo EAD","Strategy","16 abr 2021","Loose","30,49","225,49","1.470,19","30,49","-1.0",0.6,?,?,"","","Missing Field",
"Nintendo 64","Games","Owned","Rayman 2: The Great Escape","United States of America","Official","Ubisoft Entertainment","Ubisoft","Platformer","16 abr 2021","CIB","28,45","86,13","247,28","86,13","-1.0",1.0,1.0,1.0,"","","90",
"Nintendo 64","Games","Owned","Ready 2 Rumble Boxing: Round 2","United States of America","Official","Midway Games","Midway","Fighting, Sports","16 abr 2021","Loose","17,54","50,44","119,75","17,54","-1.0",0.6,?,?,"","","64",
"Nintendo 64","Games","Owned","South Park","United States of America","Official","Acclaim Entertainment, Inc.","Iguana Entertainment","First-person shooter","16 abr 2021","Loose","24,41","70,48","241,09","24,41","-1.0",0.6,?,?,"","","Missing Field",
"Nintendo 64","Games","Owned","Star Wars Episode I: Racer","United States of America","Official","Nintendo","LucasArts Entertainment Company LLC","Racing","16 abr 2021","Loose","12,83","42,23","117,75","12,83","-1.0",0.6,?,?,"","","Missing Field",
"Nintendo 64","Games","Owned","Star Wars: Rogue Squadron","United States of America","Official","LucasArts Entertainment Company LLC","Factor 5 GmbH","Action, First-person shooter","16 abr 2021","Loose","18,14","42,5","153","18,14","-1.0",0.6,?,?,"","","85",
"Nintendo 64","Games","Owned","Star Wars: Shadows of the Empire","United States of America","Official","Nintendo","LucasArts Entertainment Company LLC","Action","16 abr 2021","Loose","16,6","50,5","252,8","16,6","-1.0",0.6,?,?,"","","Missing Field",
"Nintendo 64","Games","Owned","Super Mario 64","United States of America","Official","Nintendo of America, Inc.","Nintendo EAD","Action, Adventure, Puzzle, Platformer","16 abr 2021","Loose","37,86","116,42","1.101,42","37,86","-1.0",0.6,?,?,"","","94",
"Nintendo 64","Games","Owned","Super Smash Bros.","United States of America","Official","Nintendo of America, Inc.","HAL Laboratory, Inc.","Fighting","16 abr 2021","Loose","50,5","150,49","1.735,49","50,5","-1.0",0.6,?,?,"","","79",
"Nintendo 64","Games","Owned","Superman: The New Superman Adventures","United States of America","Official","Titus Interactive, S.A..","Titus France SA","Action, Adventure","16 abr 2021","Loose","14,49","76,23","238,6","14,49","-1.0",0.6,?,?,"","","Missing Field",
"Nintendo 64","Games","Owned","Legend of Zelda: Majora's Mask","United States of America","Official","Nintendo of America, Inc.","Nintendo EAD","Action, Adventure","16 abr 2021","Loose","88,21","252,55","933,44","88,21","-1.0",0.6,?,?,"","","95",
"Nintendo 64","Games","Owned","Legend of Zelda: Ocarina of Time","United States of America","Official","Nintendo of America, Inc.","Nintendo EAD","Action, Adventure, RPG, Puzzle, Platformer","16 abr 2021","Loose","45,49","155,5","915,79","45,49","-1.0",0.6,?,?,"","","99",
"Nintendo 64","Games","Owned","Tony Hawk's Pro Skater","United States of America","Official","Activision","Edge of Reality Inc.","Sports","16 abr 2021","Loose","15,87","41,5","426,15","15,87","-1.0",0.6,?,?,"","","Missing Field",
"Nintendo 64","Games","Owned","Tony Hawk's Pro Skater 2","United States of America","Official","Activision","Edge of Reality Inc.","Sports","16 abr 2021","Loose","23,24","60,92","241","23,24","-1.0",0.6,?,?,"","","84",
"Nintendo 64","Games","Owned","Top Gear Hyper-Bike","United States of America","Official","Kemco","Snowblind Studios","Racing","16 abr 2021","Loose","26,48","144,5","222,69","26,48","-1.0",0.6,?,?,"","","Missing Field",
"Nintendo 64","Games","Owned","Turok: Dinosaur Hunter","United States of America","Official","Acclaim Entertainment, Inc.","Iguana Entertainment","First-person shooter","16 abr 2021","Loose","16,47","60,5","582,98","16,47","-1.0",0.7,?,?,"","","85",
"Nintendo 64","Games","Owned","Twisted Edge Extreme Snowboarding","United States of America","Official","Midway Games","Boss Game Studios","Sports","16 abr 2021","Loose","9,48","24,66","435,99","9,48","-1.0",0.6,?,?,"","","Missing Field",
"Nintendo 64","Games","Owned","Virtual Pool 64","United States of America","Official","Crave Entertainment","Celeris","Sports","16 abr 2021","Loose","13,49","44,39","194,89","13,49","-1.0",0.6,?,?,"","","Missing Field",
"Nintendo 64","Games","Owned","War Gods","United States of America","Official","Midway Games","Eurocom","Fighting","16 abr 2021","Loose","13,27","32,69","140,07","13,27","-1.0",0.6,?,?,"","","Missing Field",
"Nintendo 64","Games","Owned","Wave Race 64","United States of America","Official","Nintendo of America, Inc.","Nintendo EAD","Racing","16 abr 2021","Loose","17,95","57,98","1.825,5","17,95","-1.0",0.6,?,?,"","","92",
"Nintendo 64","Games","Owned","Wayne Gretzky's 3D Hockey","United States of America","Official","Midway Games","Midway","Sports","16 abr 2021","Loose","13,03","35,79","157,43","13,03","-1.0",0.6,?,?,"","","Missing Field",
"Nintendo 64","Games","Owned","WCW Mayhem","United States of America","Official","Electronic Arts","Electronic Arts, Kodiak Interactive","Sports","16 abr 2021","Loose","10,16","30,47","51,76","10,16","-1.0",0.5,?,?,"","","Missing Field",
"Nintendo 64","Games","Owned","WCW/nWo Revenge","United States of America","Official","THQ","AKI USA, Inc.","Sports","16 abr 2021","Loose","13,73","45,75","210,5","13,73","-1.0",0.6,?,?,"","","Missing Field",
"Nintendo 64","Games","Owned","Yoshi's Story","United States of America","Official","Nintendo of America, Inc.","Nintendo EAD","Platformer","16 abr 2021","Loose","30,34","100,5","310,5","30,34","-1.0",0.6,?,?,"","","65",
"Nintendo Game Boy","Games","Owned","Arcade Classic No. 1: Asteroids / Missile Command","United States of America","Official","Nintendo of America, Inc.","Atari","Action, First-person shooter","16 abr 2021","Loose","9,49","26,82","52,5","9,49","-1.0",0.6,?,?,"","","Missing Field",
"Nintendo Game Boy","Games","Owned","Casper","United States of America","Official","Natsume","Bonsai Entertainment Corp.","Action","16 abr 2021","Loose","8,37","63,01","349,4","8,37","-1.0",0.6,?,?,"","","Missing Field",
"Nintendo Game Boy","Games","Owned","Killer Instinct","United States of America","Official","Nintendo of America, Inc.","Rare, Ltd.","Fighting","16 abr 2021","Loose","10,52","63,64","206,36","10,52","-1.0",0.6,?,?,"","","Missing Field",
"Nintendo Game Boy","Games","Owned","Pinocchio","United States of America","Official","Black Pearl Software","NMS Software","Action","16 abr 2021","Loose","15,5","73,93","169,5","15,5","-1.0",0.6,?,?,"","","Missing Field",
"Nintendo Game Boy","Games","Owned","Star Wars","United States of America","Official","Capcom","NMS Software","Platformer","16 abr 2021","Loose","13,76","39,64","50,89","13,76","-1.0",0.6,?,?,"","","Missing Field",
"Nintendo Game Boy","Games","Owned","Super Star Wars: Return of the Jedi","United States of America","Official","Black Pearl Software","Realtime Associates, Inc.","Action, Platformer","16 abr 2021","Loose","12,99","84,14","300,45","12,99","-1.0",0.6,?,?,"","","Missing Field",
"Nintendo Game Boy","Games","Owned","Tamagotchi","United States of America","Official","Bandai Co., Ltd.","Tom Create","Life Sim","16 abr 2021","Loose","16,17","40,5","70,48","16,17","-1.0",0.6,?,?,"","","Missing Field",
"Nintendo Game Boy","Games","Owned","Bugs Bunny Crazy Castle","United States of America","Official","Kemco","Kemco","Puzzle","16 abr 2021","Loose","10,6","40,49","92,5","10,6","-1.0",0.6,?,?,"","","Missing Field",
"Nintendo Game Boy Color","Systems","Owned","GameBoy Color [Clear Purple]","United Kingdom","Official","Nintendo","Missing Field","Missing Field","11 nov 2021","CIB","67,47","69,78","111,5","69,78","-1.0",1.0,1.0,1.0,"","","Missing Field",
"Nintendo Game Boy Color","Games","Owned","Harry Potter and the Sorcerer's Stone","United States of America","Official","Electronic Arts","KnowWonder","Action, Adventure","16 abr 2021","Loose","15,23","34,42","92,12","15,23","-1.0",0.6,?,?,"","","Missing Field",
"Nintendo Game Boy Color","Games","Owned","Pokémon Pinball","United States of America","Official","Nintendo of America, Inc.","HAL Laboratory, Inc., Jupiter Corporation","Action, Pinball","16 abr 2021","Loose","25,5","123,74","384,75","25,5","-1.0",0.6,?,?,"","","Missing Field",
"Nintendo Game Boy Advance","Games","Owned","2 In 1 Game Pack: Tony Hawk's Underground / Kelly Slater's Pro Surfer","United States of America","Official","Activision","Neversoft Entertainment","Action","15 jul 2024","CIB","6,69","40,5","42,97","40,5","-1.0",1.0,1.0,1.0,"","","Missing Field",
"Nintendo Game Boy Advance","Games","Owned","Lord of the Rings Two Towers","United Kingdom","Official","Electronic Arts","Griptonite Games","Action, RPG","15 jul 2024","CIB","4,38","34,97","36,57","34,97","-1.0",1.0,1.0,1.0,"","","Missing Field",
"Nintendo Game Boy Advance","Games","Owned","Monster Truck Madness","United States of America","Official","THQ","Tantalus Media","Racing","13 oct 2024","CIB","5,87","15,2","23,53","15,2","-1.0",1.0,1.0,1.0,"","","75",
"Nintendo Game Boy Advance","Games","Owned","NASCAR Heat 2002","United States of America","Official","Infogrames Entertainment","Crawfish Interactive","Racing","16 abr 2021","Loose","9,72","22,88","33","9,72","-1.0",0.5,?,?,"","","52",
"Nintendo Game Boy Advance","Games","Owned","Shrek 2","United States of America","Official","Activision","Vicarious Visions","Platformer","16 abr 2021","Loose","8,48","18,23","26,76","8,48","-1.0",0.6,?,?,"","","72",
"Nintendo Game Boy Advance","Games","Owned","Hobbit","United States of America","Official","Sierra","Saffire Corporation","Action, Adventure","16 abr 2021","Loose","12,56","29,22","120,49","12,56","-1.0",0.6,?,?,"","","67",
